79	0	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
79	1	465.0	[[ 2.46243064e-01, 1.12626850e+01, 4.04390291e+01], [-2.30229706e-01,-1.68657679e-01, 1.20266779e+03], [ 5.53050176e-03, 7.32757848e-03, 1.00000000e+00]]
79	2	838.0	[[-3.25209287e+00, 2.99501908e-02, 1.05920087e+03], [ 4.86999225e-02,-2.80029715e-02, 2.01877680e+02], [-2.11583318e-03, 6.72675271e-04, 1.00000000e+00]]
79	3	1134.0	[[-6.01956973e+00, 5.31405267e-03, 1.09876549e+03], [ 9.01429580e-02,-1.64294565e-01, 1.88458031e+02], [-3.91637157e-03, 3.09448258e-03, 1.00000000e+00]]
79	4	1423.0	[[-1.71441290e+01, 1.45765216e-01, 1.09742958e+03], [ 2.56732158e-01,-1.36286471e-01, 1.89328884e+02], [-1.11540853e-02, 3.27382411e-03, 1.00000000e+00]]
79	5	1842.0	[[-6.76426770e-01, 6.00744612e+01,-1.11604634e+04], [-1.01658401e+01,-8.99621357e-01, 6.67995633e+03], [ 1.56730194e-01, 3.90848210e-02, 1.00000000e+00]]
79	6	1599.0	[[-3.21085254e+00,-1.40592604e-02, 1.06169695e+03], [ 4.80826876e-02,-2.11296076e-01, 2.06097934e+02], [-2.08900106e-03, 3.25762019e-03, 1.00000000e+00]]
6	0	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
6	1	652.0	[[ 1.47226383e+02,-1.00166491e+02,-1.30283736e+02], [ 5.31694543e+01,-4.35165570e+01, 8.23428404e+02], [ 2.01953374e-01,-1.44800149e-01, 1.00000000e+00]]
6	2	889.0	[[ 7.81512850e-02,-1.61084109e+00, 7.05660392e+02], [ 1.44239042e-01,-6.79411241e-01, 2.83516900e+02], [ 1.86537613e-04,-2.29581222e-03, 1.00000000e+00]]
6	3	1800.0	[[-1.33110176e+00, 9.11475212e-02, 4.18429684e+02], [-2.45673350e+00, 3.29152967e-02, 7.73985804e+02], [-3.17718136e-03, 1.25027772e-04, 1.00000000e+00]]
6	4	2205.0	[[-1.33192953e+00, 9.38856258e-02, 4.18431241e+02], [-2.45826429e+00, 3.83850561e-02, 7.73983948e+02], [-3.17915986e-03, 1.31856223e-04, 1.00000000e+00]]
6	5	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
46	2Court lines not enough!
8	3Court lines not enough!
11	4Court lines not enough!
48	1Court lines not enough!
87	0	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
87	1	700.0	[[ 3.28593110e-01, 6.68113275e+00,-1.63938827e+03], [-1.79551145e-01, 4.86101828e-01, 4.52294796e+02], [ 8.22167188e-04, 1.66303337e-03, 1.00000000e+00]]
87	2	1910.0	[[-1.42088453e-01, 1.56980841e+00,-3.75415104e+01], [-1.33148026e+00, 7.34669077e-01, 3.52354350e+02], [-3.78821487e-03, 2.09610711e-03, 1.00000000e+00]]
87	3	3075.0	[[-1.15944067e-01, 1.29187155e-01, 3.14166974e+01], [-1.08646980e+00,-2.59308828e-02, 3.50557758e+02], [-3.09113563e-03,-7.98886279e-05, 1.00000000e+00]]
87	4	3332.0	[[-1.21497674e-01, 1.34230428e+00, 2.26266085e+01], [-1.13851512e+00, 6.28196618e-01, 3.50841188e+02], [-3.23920883e-03, 1.79233059e-03, 1.00000000e+00]]
87	5	1227.0	[[-2.88134541e+01, 5.51088240e-01, 1.03057139e+03], [-2.09638954e+00,-3.01127898e-01, 3.46052845e+02], [-7.17209050e-03, 1.37886845e-03, 1.00000000e+00]]
87	6	1339.0	[[-5.35678215e-01,-9.47413531e-01, 6.02099503e+02], [ 3.12239713e-01,-6.89323745e-02, 9.61168174e+01], [-1.36277826e-03,-2.35828884e-04, 1.00000000e+00]]
039	0	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
039	1	992.0	[[-5.33290378e+00,-2.97633397e-01, 1.56864699e+03], [-1.26717435e+00, 7.10057196e-01, 3.32124167e+02], [-3.63465662e-03, 1.16057512e-03, 1.00000000e+00]]
039	2	1482.0	[[-4.83309546e+00,-2.57130039e-01, 1.52782102e+03], [-1.08746481e+00, 6.13433449e-01, 3.39730598e+02], [-3.19108198e-03, 1.00264560e-03, 1.00000000e+00]]
039	3	2503.0	[[-4.82194667e+00,-4.97367782e-02, 1.52370511e+03], [-1.08495595e+00, 1.18656622e-01, 3.40358214e+02], [-3.18372046e-03, 1.93942039e-04, 1.00000000e+00]]
039	4	2883.0	[[-4.44180530e+01,-4.58158306e-01, 1.59877340e+03], [-9.99420852e+00, 1.09302187e+00, 3.36874574e+02], [-2.93272846e-02, 1.78652367e-03, 1.00000000e+00]]
039	5	2613.0	[[-4.13634499e+01,-9.94628994e-02, 1.46184701e+03], [-1.00940911e+01, 2.37295111e-01, 3.59416162e+02], [-2.83511719e-02, 3.87854999e-04, 1.00000000e+00]]
005	1 Court lines not enough!
045	0	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
045	1	282.0	[[ 7.66007986e+01,-2.14372004e+02,-1.57736063e+02], [ 2.29827418e+01, 3.52969242e+02,-5.08488934e+03], [ 6.92242808e-02,-2.96685746e-01, 1.00000000e+00]]
045	2	431.0	[[ 4.74749275e-01,-1.63532887e+00, 7.14023957e+02], [ 2.60976782e-01, 2.69261257e+00,-1.20711145e+03], [ 3.99033703e-04,-2.26325618e-03, 1.00000000e+00]]
045	3	707.0	[[-9.78894888e+00, 1.07025836e+00, 2.99282807e+03], [-2.17246460e-02,-1.74577594e+00, 1.34313036e+03], [ 1.52698690e-04, 1.49026596e-03, 1.00000000e+00]]
045	4	801.0	[[-4.24875046e+01, 4.37607674e+00, 1.74354196e+03], [-9.42930541e-02,-7.13813526e+00, 7.93834605e+02], [ 6.62765779e-04, 6.09340585e-03, 1.00000000e+00]]
045	5	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	0	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	1	1568.0	[[ 2.20941815e-01, 1.53330621e+00, 2.27188244e+02], [-5.75140291e-02,-4.30689226e-16, 6.87062576e+02], [ 3.39716597e-04, 0.00000000e+00, 1.00000000e+00]]
031	2	1863.0	[[-2.53137994e+00, 1.44742989e-01, 1.04327756e+03], [ 7.84134662e-15,-3.76785752e-02, 6.86417396e+02], [ 1.23832878e-17, 2.22554434e-04, 1.00000000e+00]]
031	3	1602.0	[[ 2.37492882e+00,-1.35797221e-01, 2.42392380e+02], [ 4.62867839e-14, 3.53498145e-02, 6.33530042e+02], [ 7.06129427e-17,-2.08799604e-04, 1.00000000e+00]]
031	4	1652.0	[[-4.77876917e+00, 2.48453069e+01, 1.20943618e+03], [-3.14557810e+00,-5.03598867e+00, 1.05742112e+03], [-4.64634874e-03, 3.93881402e-02, 1.00000000e+00]]
031	5	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	6	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	7	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
039	0	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
039	1	992.0	[[-5.33290378e+00,-2.97633397e-01, 1.56864699e+03], [-1.26717435e+00, 7.10057196e-01, 3.32124167e+02], [-3.63465662e-03, 1.16057512e-03, 1.00000000e+00]]
039	2	1482.0	[[-4.83309546e+00,-2.57130039e-01, 1.52782102e+03], [-1.08746481e+00, 6.13433449e-01, 3.39730598e+02], [-3.19108198e-03, 1.00264560e-03, 1.00000000e+00]]
039	3	2503.0	[[-4.82194667e+00,-4.97367782e-02, 1.52370511e+03], [-1.08495595e+00, 1.18656622e-01, 3.40358214e+02], [-3.18372046e-03, 1.93942039e-04, 1.00000000e+00]]
039	4	2883.0	[[-4.44180530e+01,-4.58158306e-01, 1.59877340e+03], [-9.99420852e+00, 1.09302187e+00, 3.36874574e+02], [-2.93272846e-02, 1.78652367e-03, 1.00000000e+00]]
039	5	2613.0	[[-4.13634499e+01,-9.94628994e-02, 1.46184701e+03], [-1.00940911e+01, 2.37295111e-01, 3.59416162e+02], [-2.83511719e-02, 3.87854999e-04, 1.00000000e+00]]
005	1 Court lines not enough!
045	0	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
045	1	282.0	[[ 7.66007986e+01,-2.14372004e+02,-1.57736063e+02], [ 2.29827418e+01, 3.52969242e+02,-5.08488934e+03], [ 6.92242808e-02,-2.96685746e-01, 1.00000000e+00]]
045	2	431.0	[[ 4.74749275e-01,-1.63532887e+00, 7.14023957e+02], [ 2.60976782e-01, 2.69261257e+00,-1.20711145e+03], [ 3.99033703e-04,-2.26325618e-03, 1.00000000e+00]]
045	3	707.0	[[-9.78894888e+00, 1.07025836e+00, 2.99282807e+03], [-2.17246460e-02,-1.74577594e+00, 1.34313036e+03], [ 1.52698690e-04, 1.49026596e-03, 1.00000000e+00]]
045	4	801.0	[[-4.24875046e+01, 4.37607674e+00, 1.74354196e+03], [-9.42930541e-02,-7.13813526e+00, 7.93834605e+02], [ 6.62765779e-04, 6.09340585e-03, 1.00000000e+00]]
045	5	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	0	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	1	1568.0	[[ 2.20941815e-01, 1.53330621e+00, 2.27188244e+02], [-5.75140291e-02,-4.30689226e-16, 6.87062576e+02], [ 3.39716597e-04, 0.00000000e+00, 1.00000000e+00]]
031	2	1863.0	[[-2.53137994e+00, 1.44742989e-01, 1.04327756e+03], [ 7.84134662e-15,-3.76785752e-02, 6.86417396e+02], [ 1.23832878e-17, 2.22554434e-04, 1.00000000e+00]]
031	3	1602.0	[[ 2.37492882e+00,-1.35797221e-01, 2.42392380e+02], [ 4.62867839e-14, 3.53498145e-02, 6.33530042e+02], [ 7.06129427e-17,-2.08799604e-04, 1.00000000e+00]]
031	4	1652.0	[[-4.77876917e+00, 2.48453069e+01, 1.20943618e+03], [-3.14557810e+00,-5.03598867e+00, 1.05742112e+03], [-4.64634874e-03, 3.93881402e-02, 1.00000000e+00]]
031	5	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	6	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	7	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
48-after	3 Court lines not enough!
48-after	2 Court lines not enough!
031	0	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	1	1568.0	[[ 2.20941815e-01, 1.53330621e+00, 2.27188244e+02], [-5.75140291e-02,-4.30689226e-16, 6.87062576e+02], [ 3.39716597e-04, 0.00000000e+00, 1.00000000e+00]]
031	2	1863.0	[[-2.53137994e+00, 1.44742989e-01, 1.04327756e+03], [ 7.84134662e-15,-3.76785752e-02, 6.86417396e+02], [ 1.23832878e-17, 2.22554434e-04, 1.00000000e+00]]
031	3	1602.0	[[ 2.37492882e+00,-1.35797221e-01, 2.42392380e+02], [ 4.62867839e-14, 3.53498145e-02, 6.33530042e+02], [ 7.06129427e-17,-2.08799604e-04, 1.00000000e+00]]
031	4	1652.0	[[-4.77876917e+00, 2.48453069e+01, 1.20943618e+03], [-3.14557810e+00,-5.03598867e+00, 1.05742112e+03], [-4.64634874e-03, 3.93881402e-02, 1.00000000e+00]]
