031	5	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	6	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	7	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	0	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	1	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	2	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	3	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	4	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	5	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	6	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	7	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	0	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	1	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	2	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	3	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	4	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	5	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	6	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
031	7	0.0	[[1.,1.,1.], [1.,1.,1.], [1.,1.,1.]]
